Accuracy,Sensitivity,Specifity,Time
0.8333333333333334,0.6666666666666666,1.0,0.021996021270751953
0.75,0.7142857142857143,0.8,0.019121885299682617
0.8333333333333334,0.8333333333333334,0.8333333333333334,0.02011895179748535
0.9166666666666666,1.0,0.8,0.02100372314453125
0.9166666666666666,1.0,0.875,0.019002437591552734
