Accuracy,Sensitivity,Specifity,Time
0.8333333333333334,0.6666666666666666,1.0,0.016005754470825195
0.75,0.7142857142857143,0.8,0.02401280403137207
0.8333333333333334,0.8333333333333334,0.8333333333333334,0.020006895065307617
0.9166666666666666,1.0,0.8,0.02000594139099121
0.9166666666666666,1.0,0.875,0.020009756088256836
